source_record_id,batch_id,dispatch_ts,zone,priority,response_minutes,temp_c,precip_mm,hospital_id
AMB-6bbabee384dd,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-05 19:04:55+00:00,Z5,2,5.6,16.9,0.0,H002
AMB-d87813dc6389,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-05 19:50:30+00:00,Z8,1,11.6,16.9,0.0,H001
AMB-02631ebfb513,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-05 19:16:55+00:00,Z2,2,7.6,16.9,0.0,H005
AMB-52b5905f2c90,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-05 20:45:44+00:00,Z8,1,4.2,16.4,0.0,H004
AMB-4f388ba5cbf0,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-05 20:12:26+00:00,Z7,3,11.5,16.4,0.0,H002
AMB-9c1a2cb025c6,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-05 21:30:56+00:00,Z8,2,9.0,15.9,0.0,H002
AMB-3763aed812ad,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-05 21:37:40+00:00,Z5,3,6.1,15.9,0.0,H002
AMB-f322c70d679e,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-05 22:13:18+00:00,Z7,2,8.3,15.6,0.0,H005
AMB-8a0842a0aae1,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-05 22:49:53+00:00,Z2,3,12.8,15.6,0.0,H005
AMB-326c4fadebac,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-05 22:14:39+00:00,Z2,1,10.6,15.6,0.0,H002
AMB-e33a9610b5b3,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-05 22:44:21+00:00,Z7,1,11.3,15.6,0.0,H001
AMB-6d5b7abadca9,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-05 22:59:30+00:00,Z3,3,8.3,15.6,0.0,H001
AMB-1b672f7f75ce,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-05 23:09:34+00:00,Z5,1,4.6,15.1,0.0,H002
AMB-1c2dd4914031,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-05 23:28:30+00:00,Z5,2,14.5,15.1,0.0,H004
AMB-78c46d2734c2,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-05 23:03:59+00:00,Z5,1,7.9,15.1,0.0,H004
AMB-b9ba2a231bfb,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-05 23:58:52+00:00,Z8,2,6.7,15.1,0.0,H003
AMB-85e30186c93d,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 00:20:08+00:00,Z5,1,7.5,14.6,0.0,H005
AMB-18aa9e02568c,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 00:41:00+00:00,Z4,1,6.8,14.6,0.0,H002
AMB-cbc48f619345,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 01:19:51+00:00,Z4,2,4.0,14.1,0.0,H002
AMB-e45e3882ed33,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 01:02:29+00:00,Z8,3,11.6,14.1,0.0,H003
AMB-58da00886df8,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 01:22:08+00:00,Z7,2,9.6,14.1,0.0,H001
AMB-eae3d8382192,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 01:18:32+00:00,Z7,1,9.6,14.1,0.0,H004
AMB-41dffeeedadb,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 01:27:28+00:00,Z1,1,6.1,14.1,0.0,H002
AMB-d578216a005e,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 02:52:18+00:00,Z8,3,23.2,13.9,0.0,H005
AMB-df1b0427456f,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 02:53:09+00:00,Z8,2,8.7,13.9,0.0,H004
AMB-435f274b7907,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 03:18:42+00:00,Z1,1,11.4,13.6,0.0,H003
AMB-2ea38c451da3,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 04:51:16+00:00,Z4,2,12.3,13.3,0.0,H002
AMB-52750fa21952,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 04:06:14+00:00,Z7,1,13.0,13.3,0.0,H001
AMB-fbbbc6e48a22,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 04:27:24+00:00,Z6,2,7.2,13.3,0.0,H002
AMB-492cfe354c25,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 04:05:15+00:00,Z2,2,7.9,13.3,0.0,H003
AMB-e018389412da,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 05:31:07+00:00,Z6,3,11.4,12.9,0.0,H003
AMB-596d69744108,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 05:49:00+00:00,Z8,3,15.5,12.9,0.0,H001
AMB-45e51657d9c1,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 05:59:27+00:00,Z7,2,5.7,12.9,0.0,H004
AMB-012a838c55c8,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 06:22:40+00:00,Z2,3,21.9,13.6,0.0,H004
AMB-eb579e304bf7,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 06:18:56+00:00,Z8,2,17.8,13.6,0.0,H002
AMB-c2738bf3fb62,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 06:37:49+00:00,Z5,2,7.7,13.6,0.0,H001
AMB-0e34c0c51a0a,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 07:53:29+00:00,Z2,1,6.1,14.8,0.0,H004
AMB-4d32417a7bbe,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 07:58:11+00:00,Z6,1,5.4,14.8,0.0,H005
AMB-32f9d8a8be15,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 07:29:07+00:00,Z6,3,16.5,14.8,0.0,H004
AMB-da6cd9e126ed,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 08:43:30+00:00,Z7,1,3.5,16.4,0.0,H004
AMB-c6d9c5fff371,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 09:41:22+00:00,Z4,2,8.3,18.0,0.0,H005
AMB-9bb84dbd9378,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 09:10:08+00:00,Z5,2,9.7,18.0,0.0,H003
AMB-b44f00523852,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 09:48:39+00:00,Z6,2,11.5,18.0,0.0,H004
AMB-2e6a4733c033,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 10:34:20+00:00,Z5,3,18.3,19.0,0.0,H003
AMB-fc85a2c03435,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 12:36:30+00:00,Z5,3,13.4,20.2,0.0,H005
AMB-9cd3f5e68892,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 12:47:57+00:00,Z8,2,5.1,20.2,0.0,H004
AMB-1bb84cef443d,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 13:18:46+00:00,Z3,3,54.4,20.3,0.1,H004
AMB-fc1eb5fa42af,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 13:19:06+00:00,Z2,2,8.9,20.3,0.1,H002
AMB-66a5cff7f6fc,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 13:18:34+00:00,Z8,2,10.0,20.3,0.1,H005
AMB-f671661ced08,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 15:34:49+00:00,Z6,2,18.6,20.3,0.0,H002
AMB-bd424144b93b,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 16:33:07+00:00,Z1,2,5.2,20.0,0.0,H002
AMB-739332080602,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 16:55:29+00:00,Z7,3,13.9,20.0,0.0,H001
AMB-9303ebf6d6b8,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 16:02:22+00:00,Z3,2,15.5,20.0,0.0,H004
AMB-4e6f6651a18a,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 16:11:51+00:00,Z8,2,5.3,20.0,0.0,H001
AMB-7c82bbaf0460,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 17:59:21+00:00,Z2,1,7.1,19.2,0.0,H003
AMB-96dcacbcab72,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 17:11:29+00:00,Z6,3,21.8,19.2,0.0,H004
AMB-515dd7dd5fe9,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 17:09:01+00:00,Z1,2,21.6,19.2,0.0,H005
AMB-c02198e2ea4c,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 17:12:16+00:00,Z1,2,20.0,19.2,0.0,H002
AMB-3fb24b5dade6,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 18:34:05+00:00,Z6,3,18.8,17.5,0.0,H004
AMB-3da53e0185f8,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 18:04:49+00:00,Z4,2,16.9,17.5,0.0,H004
AMB-16c8df150d2c,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 18:06:02+00:00,Z1,1,9.2,17.5,0.0,H003
AMB-aa1f2b4de231,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 19:22:22+00:00,Z6,3,10.9,16.6,0.0,H004
AMB-66a97741df58,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 19:59:33+00:00,Z3,3,33.1,16.6,0.0,H001
AMB-1d86a4a51a70,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 19:57:45+00:00,Z3,1,14.6,16.6,0.0,H002
AMB-a50d6262fcd7,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 20:43:54+00:00,Z4,2,7.1,16.2,0.0,H003
AMB-6581b821c895,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 20:11:18+00:00,Z3,3,23.9,16.2,0.0,H001
AMB-ed548e7322fb,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 20:54:08+00:00,Z5,3,16.5,16.2,0.0,H002
AMB-6f9187f32806,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 21:17:39+00:00,Z7,1,7.4,14.9,0.0,H005
AMB-3e9562ff7ca5,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 21:21:18+00:00,Z5,2,5.0,14.9,0.0,H003
AMB-1dd8dbf4eccf,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 21:35:32+00:00,Z4,2,10.9,14.9,0.0,H002
AMB-900a1060edf1,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 22:40:21+00:00,Z8,2,6.5,14.4,0.0,H005
AMB-5a6e1cefe8db,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 22:18:24+00:00,Z5,2,5.0,14.4,0.0,H004
AMB-1580892cc7a4,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 22:54:03+00:00,Z6,3,12.8,14.4,0.0,H005
AMB-03f29c226807,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 22:40:14+00:00,Z2,2,13.7,14.4,0.0,H001
AMB-fe29c29cdcd9,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 22:01:36+00:00,Z1,1,2.7,14.4,0.0,H003
AMB-1afae52a1af9,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 23:07:23+00:00,Z5,2,7.1,13.9,0.0,H002
AMB-c2d2af88c666,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 23:23:28+00:00,Z8,2,27.1,13.9,0.0,H003
AMB-6b74201f2860,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 23:15:36+00:00,Z5,3,7.8,13.9,0.0,H005
AMB-9c8e4cb37ea6,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-06 23:47:51+00:00,Z2,2,4.9,13.9,0.0,H001
AMB-d969df1d7958,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 00:59:47+00:00,Z1,2,7.3,13.4,0.0,H004
AMB-82dc2d36357f,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 00:30:56+00:00,Z7,2,6.1,13.4,0.0,H001
AMB-8dc26e0c7ab2,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 00:07:58+00:00,Z6,2,6.2,13.4,0.0,H005
AMB-13b327e17a60,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 00:58:20+00:00,Z6,1,15.5,13.4,0.0,H001
AMB-d7d13bbeece1,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 01:49:25+00:00,Z8,2,8.7,12.6,0.0,H005
AMB-7028457b0d4e,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 01:09:39+00:00,Z5,1,11.9,12.6,0.0,H004
AMB-0b8fe64b1b89,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 01:37:32+00:00,Z6,2,10.7,12.6,0.0,H001
AMB-2e3582dd3e46,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 01:33:11+00:00,Z7,2,8.7,12.6,0.0,H004
AMB-735d6d23e677,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 02:13:34+00:00,Z8,3,42.8,12.4,0.0,H002
AMB-de1e48023847,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 03:30:33+00:00,Z7,2,5.3,12.1,0.0,H003
AMB-1f7796a22327,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 03:34:13+00:00,Z6,3,33.0,12.1,0.0,H004
AMB-485bb504bc8b,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 04:24:17+00:00,Z5,2,15.1,11.9,0.0,H003
AMB-6febcbc5ead2,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 04:27:13+00:00,Z7,3,6.9,11.9,0.0,H004
AMB-17c4eeed80ec,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 05:57:54+00:00,Z2,2,15.1,11.9,0.0,H003
AMB-979bf691f965,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 05:45:09+00:00,Z1,3,14.6,11.9,0.0,H005
AMB-17fa4fd4b9b2,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 06:05:16+00:00,Z4,2,6.5,13.0,0.0,H004
AMB-4cd70408bf9c,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 06:19:25+00:00,Z2,1,8.8,13.0,0.0,H001
AMB-a872bef7b41f,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 06:12:49+00:00,Z5,2,17.3,13.0,0.0,H004
AMB-e182df085e5b,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 07:54:48+00:00,Z2,2,14.0,14.9,0.0,H005
AMB-0ebb8ba781d2,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 07:14:30+00:00,Z8,2,11.8,14.9,0.0,H005
AMB-e3c5fc8362be,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 08:26:19+00:00,Z6,2,18.3,16.9,0.0,H002
AMB-9402f7e70d1a,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 09:28:05+00:00,Z4,2,9.0,18.5,0.0,H001
AMB-790c9cda8144,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 09:40:25+00:00,Z6,3,10.2,18.5,0.0,H002
AMB-eed21fa02b4b,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 09:50:15+00:00,Z1,1,7.1,18.5,0.0,H004
AMB-fa6d70de042c,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 09:35:01+00:00,Z8,2,13.6,18.5,0.0,H002
AMB-d0391ada6f68,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 09:52:28+00:00,Z3,3,9.1,18.5,0.0,H004
AMB-e7a7124f8292,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 10:59:30+00:00,Z5,1,6.7,19.5,0.0,H005
AMB-878f20510f93,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 10:22:11+00:00,Z7,2,6.5,19.5,0.0,H005
AMB-2dd6d68a77fa,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 10:09:09+00:00,Z5,2,6.4,19.5,0.0,H003
AMB-a400b4964133,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 10:33:00+00:00,Z5,3,24.3,19.5,0.0,H005
AMB-3d6817db4467,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 11:06:56+00:00,Z2,3,19.8,20.1,0.0,H001
AMB-2bc5de339a33,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 11:46:08+00:00,Z6,2,7.1,20.1,0.0,H003
AMB-0ef8ff1ae1e9,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 11:04:17+00:00,Z1,2,8.0,20.1,0.0,H004
AMB-ced290b84073,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 12:39:32+00:00,Z3,1,3.8,20.8,0.0,H005
AMB-22a8f38a2c46,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 12:27:51+00:00,Z3,2,10.2,20.8,0.0,H004
AMB-17274fdf27c3,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 13:44:04+00:00,Z4,1,4.7,21.1,0.0,H002
AMB-52964c7b91a9,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 13:22:49+00:00,Z2,2,11.3,21.1,0.0,H001
AMB-6a86162230da,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 13:09:06+00:00,Z4,3,12.0,21.1,0.0,H002
AMB-28a0d4a5b68d,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 13:46:48+00:00,Z7,3,19.6,21.1,0.0,H002
AMB-36da692197b6,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 13:24:27+00:00,Z3,3,11.7,21.1,0.0,H002
AMB-e497fcbcfd8e,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 14:18:34+00:00,Z6,1,10.2,21.3,0.0,H004
AMB-9c0eb2c88c23,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 14:44:13+00:00,Z2,2,17.0,21.3,0.0,H004
AMB-ba6689d2dc5f,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 15:30:10+00:00,Z6,1,6.1,21.1,0.0,H004
AMB-40a453d198ba,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 15:20:08+00:00,Z6,1,7.9,21.1,0.0,H001
AMB-6f4353cc7797,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 15:44:29+00:00,Z8,1,10.5,21.1,0.0,H003
AMB-0f07d20d2cda,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 15:58:10+00:00,Z7,2,13.4,21.1,0.0,H002
AMB-3d8f1607d8e0,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 16:04:47+00:00,Z5,1,7.7,20.4,0.0,H002
AMB-b8a3b87f7b4f,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 16:10:08+00:00,Z8,2,13.2,20.4,0.0,H005
AMB-978d8f9b6589,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 17:23:37+00:00,Z4,3,11.1,19.0,0.0,H002
AMB-a5586ba293bc,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 17:38:58+00:00,Z6,3,5.3,19.0,0.0,H003
AMB-58db3716ffef,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 17:39:12+00:00,Z6,2,6.5,19.0,0.0,H001
AMB-02bd2649207b,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 17:56:34+00:00,Z7,3,10.6,19.0,0.0,H005
AMB-26b887e34ec2,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 18:47:26+00:00,Z4,3,26.6,17.4,0.0,H005
AMB-1facebef08b0,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 19:36:34+00:00,Z7,3,7.8,16.5,0.0,H002
AMB-c2bb030e80ec,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 20:45:22+00:00,Z2,2,8.1,15.9,0.0,H004
AMB-043a1ec6cb26,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 21:17:30+00:00,Z5,1,15.2,15.2,0.0,H005
AMB-ebc6d32f0c48,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 21:29:13+00:00,Z5,2,15.6,15.2,0.0,H001
AMB-596591cdbe62,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 22:34:50+00:00,Z8,3,12.7,14.6,0.0,H002
AMB-92c83e3fa4b8,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 22:22:09+00:00,Z6,2,17.9,14.6,0.0,H004
AMB-6e99c0e8cb64,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 22:57:23+00:00,Z7,1,4.5,14.6,0.0,H005
AMB-f080fd7e6176,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 22:50:05+00:00,Z2,2,19.4,14.6,0.0,H003
AMB-73b57947761f,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 23:26:53+00:00,Z1,2,20.7,14.1,0.0,H005
AMB-e43d8681df04,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 23:14:55+00:00,Z8,3,19.7,14.1,0.0,H003
AMB-dd70ff405ab0,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 23:40:06+00:00,Z1,2,10.1,14.1,0.0,H001
AMB-c09cb9e2dbf2,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 23:57:20+00:00,Z4,1,7.7,14.1,0.0,H004
AMB-f08a82463bc6,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-07 23:53:25+00:00,Z5,3,5.0,14.1,0.0,H002
AMB-c7b91ce293ed,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-08 00:03:11+00:00,Z5,2,6.9,13.7,0.0,H003
AMB-e8186cede358,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-08 00:19:06+00:00,Z6,2,13.7,13.7,0.0,H003
AMB-a93ffebf53c1,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-08 00:08:52+00:00,Z5,1,8.2,13.7,0.0,H005
AMB-aef993c872c3,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-08 00:08:19+00:00,Z6,1,13.5,13.7,0.0,H005
AMB-06b7cf109626,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-08 00:01:31+00:00,Z1,3,5.6,13.7,0.0,H004
AMB-662945ffe3f9,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-08 00:40:50+00:00,Z3,1,5.2,13.7,0.0,H001
AMB-945e72976493,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-08 01:30:13+00:00,Z7,3,8.6,12.6,0.0,H001
AMB-6bb601eb52fe,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-08 01:35:51+00:00,Z7,2,13.1,12.6,0.0,H004
AMB-aeba8b9c6e2e,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-08 02:01:21+00:00,Z3,1,9.4,12.2,0.0,H003
AMB-95d63a3fab54,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-08 02:21:14+00:00,Z7,3,27.6,12.2,0.0,H004
AMB-982756f63791,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-08 03:37:09+00:00,Z4,1,4.6,12.1,0.0,H001
AMB-85e83bb7cf7f,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-08 03:33:18+00:00,Z8,1,5.9,12.1,0.0,H001
AMB-eb70671f1a35,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-08 03:07:50+00:00,Z5,1,5.2,12.1,0.0,H003
AMB-a1b840967da3,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-08 04:57:37+00:00,Z8,1,1.9,11.9,0.0,H001
AMB-1259865fa9d6,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-08 04:23:18+00:00,Z5,2,6.7,11.9,0.0,H003
AMB-eacec8dfd8a0,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-08 05:24:41+00:00,Z6,2,8.8,11.9,0.0,H001
AMB-38b3805dbf45,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-08 06:34:12+00:00,Z5,3,9.9,13.1,0.0,H001
AMB-f571b9257bf5,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-08 06:51:17+00:00,Z2,3,11.1,13.1,0.0,H005
AMB-818ec03937f4,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-08 06:20:36+00:00,Z4,3,13.3,13.1,0.0,H003
AMB-35865b3da4de,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-08 07:59:27+00:00,Z3,1,7.3,14.8,0.0,H001
AMB-25e773ddb32b,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-08 07:41:30+00:00,Z6,3,16.8,14.8,0.0,H003
AMB-f58274b0be23,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-08 08:02:55+00:00,Z2,2,8.4,17.0,0.0,H004
AMB-919edc4b70eb,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-08 08:32:13+00:00,Z3,1,12.2,17.0,0.0,H003
AMB-fda4a8616c7e,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-08 11:12:49+00:00,Z5,2,18.1,20.9,0.0,H004
AMB-3c8b72f996d5,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-08 11:41:29+00:00,Z8,3,16.2,20.9,0.0,H005
AMB-7807f3b83d3c,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-08 11:49:15+00:00,Z7,3,22.3,20.9,0.0,H002
AMB-da3cd72d4342,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-08 12:12:25+00:00,Z6,1,13.6,21.4,0.0,H004
AMB-ddbac55dfd51,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-08 12:14:53+00:00,Z3,2,4.4,21.4,0.0,H004
AMB-67aab3aeb47a,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-08 12:42:54+00:00,Z3,3,8.6,21.4,0.0,H005
AMB-11af5f16564f,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-08 13:57:38+00:00,Z4,2,19.9,21.8,0.0,H002
AMB-278247298732,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-08 15:58:56+00:00,Z3,1,5.0,21.8,0.0,H003
AMB-5cd5464d7c1f,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-08 15:21:49+00:00,Z7,2,14.5,21.8,0.0,H001
AMB-bc0f4c716320,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-09-08 15:30:53+00:00,Z8,3,14.3,21.8,0.0,H001
